"key","date","mobility_retail_and_recreation","mobility_grocery_and_pharmacy","mobility_workplaces","new_confirmed","new_deceased","average_temperature","rainfall"
"US_NJ_34001","5/1/20",-56,-14,-56,48,4,15.228395,7.4506667
"US_NJ_34003","5/1/20",-60,-18,-62,220,51,14.188889,11.599333
"US_NJ_34005","5/1/20",-51,-13,-54,79,14,15.95,10.1092
"US_NJ_34007","5/1/20",-43,-13,-51,127,8,15.916667,6.731
"US_NJ_34009","5/1/20",-36,-6,-42,11,0,14.736111,3.71475
"US_NJ_34011","5/1/20",-28,-9,-37,23,1,15.319444,3.683
"US_NJ_34013","5/1/20",-56,-17,-54,312,54,14.311111,9.0311111
"US_NJ_34015","5/1/20",-42,-11,-50,31,2,15.772222,5.4102
"US_NJ_34017","5/1/20",-54,-16,-65,232,21,14.294444,9.9822
"US_NJ_34019","5/1/20",-51,-16,-59,5,2,15.816667,15.691556
"US_NJ_34021","5/1/20",-55,-17,-56,140,8,15.922222,12.6492
"US_NJ_34023","5/1/20",-59,-22,-58,232,20,14.372222,9.7931111
"US_NJ_34025","5/1/20",-57,-17,-54,99,14,14.25,6.0706
"US_NJ_34027","5/1/20",-60,-20,-61,67,17,14.988889,15.465778
"US_NJ_34029","5/1/20",-48,-16,-49,130,23,15.246914,9.2004444
"US_NJ_34031","5/1/20",-56,-14,-53,365,26,14.544444,16.735778
"US_NJ_34033","5/1/20",-35,1,-40,6,1,15.277778,3.9624
"US_NJ_34035","5/1/20",-60,-22,-61,73,12,15.061111,11.317111
"US_NJ_34037","5/1/20",-42,-12,-52,15,7,14.58642,22.098
"US_NJ_34039","5/1/20",-49,-15,-55,201,24,14.311111,9.0311111
"US_NJ_34041","5/1/20",-29,-14,-49,17,1,15.105556,20.461111
"US_NJ_34001","5/2/20",-51,-4,-48,38,3,16.666667,0.31044444
"US_NJ_34003","5/2/20",-60,-16,-44,144,15,16.327778,1.905
"US_NJ_34005","5/2/20",-48,-7,-29,110,2,16.677778,0.7366
"US_NJ_34007","5/2/20",-43,-5,-30,127,6,16.772222,0.381
"US_NJ_34009","5/2/20",-14,20,-25,3,1,16.291667,0.22225
"US_NJ_34011","5/2/20",-24,-4,-20,63,3,16.583333,0.22225
"US_NJ_34013","5/2/20",-52,-14,-35,254,25,16.583333,1.7272
"US_NJ_34015","5/2/20",-42,-8,-27,52,2,16.8,0.1778
"US_NJ_34017","5/2/20",-51,-14,-43,253,15,16.605556,2.0828
"US_NJ_34019","5/2/20",-45,-2,-35,14,4,16.261111,0.7366
"US_NJ_34021","5/2/20",-52,-9,-30,194,13,16.627778,0.8128
"US_NJ_34023","5/2/20",-59,-18,-37,266,27,16.2,1.1938
"US_NJ_34025","5/2/20",-53,-10,-34,66,17,16.288889,0.7112
"US_NJ_34027","5/2/20",-57,-16,-38,52,10,16.333333,1.7018
"US_NJ_34029","5/2/20",-41,-4,-28,187,6,16.493827,0.31044444
"US_NJ_34031","5/2/20",-54,-11,-38,268,25,16.4,1.9304
"US_NJ_34033","5/2/20",-21,-20,-19,24,1,16.588889,0.0254
"US_NJ_34035","5/2/20",-59,-16,-38,68,7,16.538889,1.4224
"US_NJ_34037","5/2/20",-30,-6,-28,13,4,15.506173,1.8908889
"US_NJ_34039","5/2/20",-48,-13,-37,217,17,16.583333,1.7272
"US_NJ_34041","5/2/20",-26,-5,-27,21,1,15.683333,0.7874
"US_NJ_34001","5/3/20",-57,-11,-51,25,1,17.364198,1.6933333
"US_NJ_34003","5/3/20",-59,-25,-41,211,8,18.672222,0.98777778
"US_NJ_34005","5/3/20",-53,-15,-29,164,3,17.961111,1.8034
"US_NJ_34007","5/3/20",-46,-11,-30,200,2,17.944444,1.9558
"US_NJ_34009","5/3/20",-27,10,-29,7,1,17.506944,0.889
"US_NJ_34011","5/3/20",-28,-9,-24,72,1,17.6875,1.36525
"US_NJ_34013","5/3/20",-55,-20,-34,273,17,18.816667,0.762
"US_NJ_34015","5/3/20",-43,-16,-29,50,1,17.905556,1.7272
"US_NJ_34017","5/3/20",-53,-23,-43,368,11,19.05,0.762
"US_NJ_34019","5/3/20",-47,-1,-33,39,2,18.427778,1.0442222
"US_NJ_34021","5/3/20",-55,NA,-32,233,3,18.205556,1.7526
"US_NJ_34023","5/3/20",-61,-23,-36,384,21,18.183333,0.84666667
"US_NJ_34025","5/3/20",-54,-13,-32,92,10,18.122222,0.8636
"US_NJ_34027","5/3/20",-57,-27,-37,111,9,18.744444,1.0442222
"US_NJ_34029","5/3/20",-45,-8,-30,179,14,17.246914,1.8062222
"US_NJ_34031","5/3/20",-57,-19,-36,282,8,18.883333,0.762
"US_NJ_34033","5/3/20",-34,1,-23,9,1,17.594444,0.9906
"US_NJ_34035","5/3/20",-59,-23,-37,98,6,18.666667,1.016
"US_NJ_34037","5/3/20",-26,-13,-26,20,1,18.234568,0.9525
"US_NJ_34039","5/3/20",-50,-20,-36,229,7,18.816667,0.762
"US_NJ_34041","5/3/20",-25,-11,-28,16,2,18.372222,1.016
"US_NJ_34001","5/4/20",-48,-5,-51,60,2,18.833333,5.588
"US_NJ_34003","5/4/20",-55,-17,-61,97,5,18.433333,0.127
"US_NJ_34005","5/4/20",-46,-11,-53,57,0,18.866667,0.889
"US_NJ_34007","5/4/20",-38,-9,-50,100,0,19.122222,2.7686
"US_NJ_34009","5/4/20",-23,0,-39,11,0,18.930556,11.65225
"US_NJ_34011","5/4/20",-21,-3,-35,59,2,19.006944,7.71525
"US_NJ_34013","5/4/20",-51,-18,-53,100,10,18.838889,0.127
"US_NJ_34015","5/4/20",-34,-9,-48,49,0,19.1,1.7272
"US_NJ_34017","5/4/20",-48,-16,-63,112,0,18.944444,0.127
"US_NJ_34019","5/4/20",-45,-11,-58,4,0,18.216667,0
"US_NJ_34021","5/4/20",-51,-17,-55,90,1,18.627778,0.7112
"US_NJ_34023","5/4/20",-53,-19,-58,171,3,18.483333,0.4826
"US_NJ_34025","5/4/20",-48,-12,-53,88,3,18.694444,0.7112
"US_NJ_34027","5/4/20",-53,-21,-61,32,0,18.155556,0.127
"US_NJ_34029","5/4/20",-41,-10,-47,103,7,18.635802,2.6246667
"US_NJ_34031","5/4/20",-49,-14,-51,132,1,18.238889,0.127
"US_NJ_34033","5/4/20",-27,2,-37,42,1,18.972222,1.8796
"US_NJ_34035","5/4/20",-55,-23,-61,50,3,18.688889,0.127
"US_NJ_34037","5/4/20",-31,-8,-51,10,1,16.660494,0
"US_NJ_34039","5/4/20",-41,-13,-53,132,-1,18.838889,0.127
"US_NJ_34041","5/4/20",-23,-13,-48,20,1,17.266667,0
"US_NJ_34001","5/5/20",-47,-5,-52,55,0,12.141975,3.0762222
"US_NJ_34003","5/5/20",-53,-11,-61,178,46,11.488889,0
"US_NJ_34005","5/5/20",-45,-7,-54,107,15,11.738889,0.7366
"US_NJ_34007","5/5/20",-38,-6,-50,178,17,11.933333,2.032
"US_NJ_34009","5/5/20",-25,9,-37,14,2,12.618056,4.41325
"US_NJ_34011","5/5/20",-22,-3,-37,45,4,12.284722,2.69875
"US_NJ_34013","5/5/20",-47,-9,-53,219,27,11.622222,0
"US_NJ_34015","5/5/20",-34,-8,-49,34,10,12.033333,1.1938
"US_NJ_34017","5/5/20",-47,-9,-64,218,25,11.833333,0
"US_NJ_34019","5/5/20",-41,-11,-59,14,1,11.172222,0
"US_NJ_34021","5/5/20",-52,-16,-56,149,24,11.577778,0
"US_NJ_34023","5/5/20",-53,-15,-58,374,25,11.266667,0
"US_NJ_34025","5/5/20",-48,-7,-54,112,13,11.588889,0
"US_NJ_34027","5/5/20",-53,-13,-61,76,25,11.244444,0
"US_NJ_34029","5/5/20",-40,-6,-48,86,22,11.728395,1.8908889
"US_NJ_34031","5/5/20",-48,-7,-51,301,30,11.388889,0
"US_NJ_34033","5/5/20",-30,-11,-38,35,1,12.055556,1.1938
"US_NJ_34035","5/5/20",-54,-17,-62,67,8,11.411111,0
"US_NJ_34037","5/5/20",-29,-7,-52,8,4,10.366667,0
"US_NJ_34039","5/5/20",-40,-8,-52,146,31,11.622222,0
"US_NJ_34041","5/5/20",-22,-8,-48,5,4,10.544444,0
"US_NJ_34001","5/6/20",-54,-14,-54,56,3,10.141975,0.53622222
"US_NJ_34003","5/6/20",-59,-18,-61,60,28,10.172222,0.0254
"US_NJ_34005","5/6/20",-52,-17,-54,28,13,10.338889,0.381
"US_NJ_34007","5/6/20",-46,-17,-51,56,9,10.561111,0.4826
"US_NJ_34009","5/6/20",-36,-4,-40,9,2,10.125,0.6985
"US_NJ_34011","5/6/20",-30,-8,-36,74,2,10.520833,0.381
"US_NJ_34013","5/6/20",-55,-21,-54,111,30,10.488889,0.3556
"US_NJ_34015","5/6/20",-43,-14,-50,32,2,10.644444,0.3048
"US_NJ_34017","5/6/20",-54,-22,-64,98,33,10.744444,0.3556
"US_NJ_34019","5/6/20",-51,-14,-58,3,1,9.9277778,0
"US_NJ_34021","5/6/20",-56,-22,-56,117,18,10.127778,0.5842
"US_NJ_34023","5/6/20",-59,-24,-58,112,39,10.188889,0.6858
"US_NJ_34025","5/6/20",-54,-14,-54,62,19,10.561111,0.9144
"US_NJ_34027","5/6/20",-58,-21,-61,30,17,9.7722222,0.3302
"US_NJ_34029","5/6/20",-49,-16,-49,65,14,10.08642,0.81844444
"US_NJ_34031","5/6/20",-54,-17,-51,174,27,9.9777778,0.0254
"US_NJ_34033","5/6/20",-37,-1,-39,6,2,10.633333,0
"US_NJ_34035","5/6/20",-60,-27,-61,40,9,10.155556,0.3302
"US_NJ_34037","5/6/20",-38,-13,-51,8,2,8.2722222,0
"US_NJ_34039","5/6/20",-49,-18,-53,101,32,10.488889,0.3556
"US_NJ_34041","5/6/20",-30,-17,-49,11,3,9.15,0
"US_NJ_34001","5/7/20",-47,-3,-53,56,8,11.555556,0.81844444
"US_NJ_34003","5/7/20",-55,-9,-61,89,30,11.95,0.7366
"US_NJ_34005","5/7/20",-46,-10,-54,132,8,11.45,0.8636
"US_NJ_34007","5/7/20",-40,-9,-50,172,4,11.611111,1.2135556
"US_NJ_34009","5/7/20",-22,5,-39,23,3,11.555556,1.143
"US_NJ_34011","5/7/20",-24,-5,-36,31,0,11.493056,1.11125
"US_NJ_34013","5/7/20",-50,-12,-53,144,32,11.983333,0.6604
"US_NJ_34015","5/7/20",-37,-5,-50,49,3,11.566667,1.2135556
"US_NJ_34017","5/7/20",-45,-7,-64,157,20,12.138889,0.7366
"US_NJ_34019","5/7/20",-46,-7,-58,3,4,11.438889,0.5842
"US_NJ_34021","5/7/20",-51,-16,-55,126,15,11.594444,0.889
"US_NJ_34023","5/7/20",-52,-15,-58,157,31,11.488889,0.508
"US_NJ_34025","5/7/20",-49,-6,-54,97,11,11.505556,0.635
"US_NJ_34027","5/7/20",-54,-15,-61,47,12,11.711111,0.6604
"US_NJ_34029","5/7/20",-42,-6,-47,84,17,11.259259,0.84666667
"US_NJ_34031","5/7/20",-49,-5,-51,162,13,11.977778,0.8382
"US_NJ_34033","5/7/20",-31,3,-39,5,1,11.35,1.0668
"US_NJ_34035","5/7/20",-56,-16,-61,54,5,11.755556,0.7112
"US_NJ_34037","5/7/20",-32,-8,-51,11,1,10.772222,0.508
"US_NJ_34039","5/7/20",-42,-7,-53,177,29,11.983333,0.6604
"US_NJ_34041","5/7/20",-25,-14,-48,11,5,11.061111,0.5842
"US_NJ_34001","5/8/20",-55,-7,-54,121,6,11.95679,0.508
"US_NJ_34003","5/8/20",-60,-15,-59,100,10,10.566667,0.14111111
"US_NJ_34005","5/8/20",-52,-10,-53,64,5,11.316667,0.381
"US_NJ_34007","5/8/20",-46,-12,-49,140,6,11.833333,0.6096
"US_NJ_34009","5/8/20",-29,8,-38,23,0,13.381944,0.47625
"US_NJ_34011","5/8/20",-32,-7,-35,34,3,12.784722,0.4445
"US_NJ_34013","5/8/20",-57,-18,-52,161,17,10.866667,0.33866667
"US_NJ_34015","5/8/20",-42,-9,-48,45,6,11.944444,0.6096
"US_NJ_34017","5/8/20",-53,-18,-62,166,17,11.094444,0.3048
"US_NJ_34019","5/8/20",-51,-7,-56,16,1,10.35,0.028222222
"US_NJ_34021","5/8/20",-55,-15,-54,125,9,10.966667,0.0254
"US_NJ_34023","5/8/20",-57,-18,-56,206,11,10.838889,0.19755556
"US_NJ_34025","5/8/20",-56,-7,-52,103,1,11.188889,0.3048
"US_NJ_34027","5/8/20",-60,-15,-59,65,3,10.211111,0.22577778
"US_NJ_34029","5/8/20",-46,-8,-45,68,16,11.364198,0.39511111
"US_NJ_34031","5/8/20",-56,-15,-50,147,12,10.188889,0.14111111
"US_NJ_34033","5/8/20",-36,-2,-39,5,0,12.333333,0
"US_NJ_34035","5/8/20",-60,-20,-59,54,8,10.772222,0.22577778
"US_NJ_34037","5/8/20",-43,-13,-51,9,2,8.3,0.47977778
"US_NJ_34039","5/8/20",-50,-14,-52,136,15,10.866667,0.33866667
"US_NJ_34041","5/8/20",-33,-15,-49,30,2,9.1888889,0.19755556
"US_NJ_34001","5/9/20",-55,2,-48,71,4,6.2407407,2.5682222
"US_NJ_34003","5/9/20",-61,-7,-43,95,19,4.7388889,9.1722222
"US_NJ_34005","5/9/20",-48,0,-30,100,4,5.4611111,4.1402
"US_NJ_34007","5/9/20",-44,2,-29,139,18,5.6555556,5.1816
"US_NJ_34009","5/9/20",-20,22,-24,18,1,7.0763889,3.20675
"US_NJ_34011","5/9/20",-22,7,-20,121,6,6.3958333,3.65125
"US_NJ_34013","5/9/20",-54,-8,-34,109,16,4.8555556,7.4506667
"US_NJ_34015","5/9/20",-39,0,-26,38,7,5.5888889,5.5626
"US_NJ_34017","5/9/20",-50,-15,-42,155,14,5.0944444,7.747
"US_NJ_34019","5/9/20",-46,7,-31,5,2,4.4111111,9.144
"US_NJ_34021","5/9/20",-52,-5,-30,122,8,5.15,5.8674
"US_NJ_34023","5/9/20",-56,-12,-35,142,11,4.7111111,5.1082222
"US_NJ_34025","5/9/20",-55,2,-31,63,10,5.2,3.2004
"US_NJ_34027","5/9/20",-57,1,-36,66,5,4.3777778,10.414
"US_NJ_34029","5/9/20",-43,7,-27,89,6,5.808642,1.6933333
"US_NJ_34031","5/9/20",-55,-1,-36,148,19,4.5333333,11.317111
"US_NJ_34033","5/9/20",-29,-15,-18,37,0,5.7055556,3.7846
"US_NJ_34035","5/9/20",-58,-6,-35,28,3,4.6888889,7.9586667
"US_NJ_34037","5/9/20",-34,6,-27,8,2,2.9277778,11.938
"US_NJ_34039","5/9/20",-48,-4,-35,67,8,4.8555556,7.4506667
"US_NJ_34041","5/9/20",-25,-2,-27,6,2,3.6,11.204222
"US_NJ_34001","5/10/20",-54,-2,-47,16,0,10.216049,0.084666667
"US_NJ_34003","5/10/20",-53,-16,-37,125,7,9.1277778,0.2794
"US_NJ_34005","5/10/20",-48,-12,-25,43,4,9.8888889,0.0254
"US_NJ_34007","5/10/20",-40,-4,-27,112,8,9.6444444,0.0508
"US_NJ_34009","5/10/20",-11,23,-19,16,0,9.8541667,0.127
"US_NJ_34011","5/10/20",-20,4,-19,42,2,9.7222222,0.0635
"US_NJ_34013","5/10/20",-51,-14,-32,159,9,9.1611111,0.1778
"US_NJ_34015","5/10/20",-38,-9,-25,23,2,9.5166667,0.0254
"US_NJ_34017","5/10/20",-49,-21,-40,147,15,9.4777778,0.254
"US_NJ_34019","5/10/20",-44,-5,-27,8,-1,8.8666667,0.0508
"US_NJ_34021","5/10/20",-50,-11,-31,84,4,9.4444444,0.0508
"US_NJ_34023","5/10/20",-54,-18,-32,178,34,8.9,0
"US_NJ_34025","5/10/20",-51,-7,-27,79,4,9.2722222,0.0254
"US_NJ_34027","5/10/20",-55,-19,-33,21,5,8.8777778,0.0762
"US_NJ_34029","5/10/20",-41,-3,-26,96,18,9.8641975,0.056444444
"US_NJ_34031","5/10/20",-53,-11,-32,115,10,9.0777778,0.254
"US_NJ_34033","5/10/20",-26,12,-21,11,0,9.3666667,0.0254
"US_NJ_34035","5/10/20",-54,-18,-35,58,2,9,0.0508
"US_NJ_34037","5/10/20",-28,-6,-23,3,0,7.8722222,0.1016
"US_NJ_34039","5/10/20",-46,-11,-34,73,15,9.1611111,0.1778
"US_NJ_34041","5/10/20",-22,-12,-21,4,1,8.3722222,0.0508
"US_NJ_34001","5/11/20",-52,-12,-51,23,5,12.592593,0.33866667
"US_NJ_34003","5/11/20",-58,-23,-59,99,3,11.566667,0
"US_NJ_34005","5/11/20",-51,-17,-52,91,2,11.7,0.3302
"US_NJ_34007","5/11/20",-45,-17,-49,89,2,12.011111,0.4318
"US_NJ_34009","5/11/20",-27,3,-35,4,0,13.236111,0.0635
"US_NJ_34011","5/11/20",-27,-9,-34,76,4,12.645833,0.254
"US_NJ_34013","5/11/20",-55,-25,-52,78,3,11.6,0.0508
"US_NJ_34015","5/11/20",-41,-17,-48,36,2,11.844444,0.3048
"US_NJ_34017","5/11/20",-50,-23,-62,114,2,12.083333,0.0508
"US_NJ_34019","5/11/20",-51,-17,-56,9,0,10.233333,0
"US_NJ_34021","5/11/20",-55,-23,-54,76,6,11.177778,0.381
"US_NJ_34023","5/11/20",-55,-26,-56,99,1,11.15,0.1778
"US_NJ_34025","5/11/20",-53,-17,-52,94,2,12,0.2286
"US_NJ_34027","5/11/20",-58,-26,-59,22,2,10.494444,0.0508
"US_NJ_34029","5/11/20",-46,-14,-45,107,7,12.123457,0.508
"US_NJ_34031","5/11/20",-52,-21,-49,102,3,10.966667,0
"US_NJ_34033","5/11/20",-35,-7,-37,0,0,11.855556,0.2032
"US_NJ_34035","5/11/20",-58,-27,-60,39,2,10.972222,0.0508
"US_NJ_34037","5/11/20",-39,-18,-49,7,1,8.85,0
"US_NJ_34039","5/11/20",-46,-20,-51,107,8,11.6,0.0508
"US_NJ_34041","5/11/20",-30,-22,-45,3,0,9.4444444,0
"US_NJ_34001","5/12/20",-46,-6,-50,25,2,10.845679,0.056444444
"US_NJ_34003","5/12/20",-53,-11,-59,63,30,10.011111,1.27
"US_NJ_34005","5/12/20",-47,-8,-53,32,8,10.638889,0.5334
"US_NJ_34007","5/12/20",-40,-9,-49,84,9,10.605556,0.3302
"US_NJ_34009","5/12/20",-20,11,-32,9,3,10.743056,0
"US_NJ_34011","5/12/20",-23,-7,-34,64,3,10.479167,0
"US_NJ_34013","5/12/20",-49,-13,-51,56,18,10.15,0.889
"US_NJ_34015","5/12/20",-36,-11,-48,20,7,10.427778,0.3302
"US_NJ_34017","5/12/20",-46,-12,-62,39,10,10.327778,1.143
"US_NJ_34019","5/12/20",-48,-8,-57,6,0,9.9666667,1.0414
"US_NJ_34021","5/12/20",-52,-16,-55,33,9,10.516667,0.8382
"US_NJ_34023","5/12/20",-52,-17,-57,85,7,10.016667,0.4826
"US_NJ_34025","5/12/20",-49,-7,-52,53,15,10.333333,0.1524
"US_NJ_34027","5/12/20",-53,-18,-59,32,5,9.8111111,1.7018
"US_NJ_34029","5/12/20",-42,-7,-45,64,15,10.623457,0.056444444
"US_NJ_34031","5/12/20",-48,-10,-48,71,18,9.9222222,1.9558
"US_NJ_34033","5/12/20",-31,-12,-36,7,0,10.2,0.3556
"US_NJ_34035","5/12/20",-57,-18,-60,22,4,10.111111,1.0668
"US_NJ_34037","5/12/20",-32,-11,-49,5,7,8.4333333,2.8956
"US_NJ_34039","5/12/20",-42,-12,-50,39,24,10.15,0.889
"US_NJ_34041","5/12/20",-26,-15,-46,14,4,9.2,2.159
"US_NJ_34001","5/13/20",-45,-6,-50,26,9,11.055556,0
"US_NJ_34003","5/13/20",-52,-13,-59,59,21,10.627778,0
"US_NJ_34005","5/13/20",-46,-9,-52,29,6,11.3,0
"US_NJ_34007","5/13/20",-39,-9,-49,56,10,11.455556,0
"US_NJ_34009","5/13/20",-11,13,-35,8,2,11.159722,0
"US_NJ_34011","5/13/20",-22,-9,-34,20,0,11.263889,0
"US_NJ_34013","5/13/20",-47,-15,-51,91,27,10.888889,0
"US_NJ_34015","5/13/20",-33,-9,-47,18,2,11.538889,0
"US_NJ_34017","5/13/20",-43,-12,-61,60,26,11.15,0
"US_NJ_34019","5/13/20",-46,-8,-56,3,2,10.622222,0
"US_NJ_34021","5/13/20",-50,-14,-54,73,11,11.266667,0
"US_NJ_34023","5/13/20",-50,-15,-56,120,18,10.588889,0
"US_NJ_34025","5/13/20",-46,-8,-52,49,6,10.861111,0
"US_NJ_34027","5/13/20",-53,-17,-59,18,8,10.5,0
"US_NJ_34029","5/13/20",-40,-7,-45,55,9,10.783951,0
"US_NJ_34031","5/13/20",-47,-13,-48,41,20,10.527778,0
"US_NJ_34033","5/13/20",-28,-2,-37,10,0,11.494444,0
"US_NJ_34035","5/13/20",-54,-19,-59,12,1,10.861111,0
"US_NJ_34037","5/13/20",-31,-11,-48,3,1,8.8833333,0
"US_NJ_34039","5/13/20",-40,-12,-50,103,9,10.888889,0
"US_NJ_34041","5/13/20",-21,-13,-46,5,6,9.7111111,0
"US_NJ_34001","5/14/20",-43,-6,-51,65,11,13.067901,0
"US_NJ_34003","5/14/20",-52,-13,-60,-70,14,12.655556,0
"US_NJ_34005","5/14/20",-45,-10,-53,56,14,13.533333,0
"US_NJ_34007","5/14/20",-39,-10,-49,73,10,13.916667,0
"US_NJ_34009","5/14/20",-5,17,-36,4,2,13.791667,0
"US_NJ_34011","5/14/20",-24,-8,-36,24,5,13.777778,0
"US_NJ_34013","5/14/20",-47,-14,-51,75,25,12.794444,0
"US_NJ_34015","5/14/20",-36,-7,-48,28,6,14.055556,0
"US_NJ_34017","5/14/20",-43,-10,-62,99,25,13.205556,0
"US_NJ_34019","5/14/20",-45,-8,-57,32,1,12.766667,0
"US_NJ_34021","5/14/20",-50,-14,-54,113,14,13.583333,0
"US_NJ_34023","5/14/20",-50,-16,-57,91,22,12.4,0
"US_NJ_34025","5/14/20",-47,-8,-53,74,14,12.65,0
"US_NJ_34027","5/14/20",-53,-18,-59,28,8,12.366667,0
"US_NJ_34029","5/14/20",-39,-6,-45,54,24,12.598765,0
"US_NJ_34031","5/14/20",-47,-10,-49,130,17,12.655556,0
"US_NJ_34033","5/14/20",-30,-2,-37,10,0,14.055556,0
"US_NJ_34035","5/14/20",-53,-19,-59,32,8,12.727778,0
"US_NJ_34037","5/14/20",-30,-9,-49,5,1,11.3,0
"US_NJ_34039","5/14/20",-41,-12,-51,79,22,12.794444,0
"US_NJ_34041","5/14/20",-23,-15,-47,2,1,11.783333,0
"US_NJ_34001","5/15/20",-47,-3,-53,29,8,20.901235,0.14111111
"US_NJ_34003","5/15/20",-51,-12,-57,115,20,20.066667,0.36688889
"US_NJ_34005","5/15/20",-46,-11,-52,67,10,21.644444,0.1524
"US_NJ_34007","5/15/20",-41,-9,-48,83,6,21.505556,0.31044444
"US_NJ_34009","5/15/20",17,35,-37,4,1,20.840278,0.15875
"US_NJ_34011","5/15/20",-26,-8,-35,17,0,21.111111,0.3175
"US_NJ_34013","5/15/20",-49,-14,-49,129,14,20.577778,0.1905
"US_NJ_34015","5/15/20",-38,-9,-47,32,8,21.516667,0.45155556
"US_NJ_34017","5/15/20",-44,-11,-60,103,10,20.805556,0.19755556
"US_NJ_34019","5/15/20",-43,-8,-56,13,1,20.844444,0.36688889
"US_NJ_34021","5/15/20",-50,-13,-52,61,12,21.605556,0.0762
"US_NJ_34023","5/15/20",-50,-15,-54,97,24,20.216667,0.15875
"US_NJ_34025","5/15/20",-47,-7,-51,60,15,20.5,0.056444444
"US_NJ_34027","5/15/20",-52,-13,-57,36,11,20.733333,0.60325
"US_NJ_34029","5/15/20",-37,-5,-45,87,15,20.820988,0
"US_NJ_34031","5/15/20",-48,-9,-48,43,14,20.583333,0.56444444
