"key","date","mobility_retail_and_recreation","mobility_grocery_and_pharmacy","mobility_workplaces","new_confirmed","new_deceased","average_temperature","rainfall"
"US_NJ_34033","5/15/20",-30,1,-37,8,0,20.994444,0.4064
"US_NJ_34035","5/15/20",-53,-17,-57,22,11,20.872222,0.15875
"US_NJ_34037","5/15/20",-31,-11,-49,1,0,19.811111,1.524
"US_NJ_34039","5/15/20",-42,-10,-49,107,9,20.577778,0.1905
"US_NJ_34041","5/15/20",-24,-15,-46,4,3,20.355556,0.84666667
"US_NJ_34001","5/16/20",-50,-2,-46,38,3,21.475309,0
"US_NJ_34003","5/16/20",-56,-15,-40,51,7,21.166667,1.1006667
"US_NJ_34005","5/16/20",-45,-11,-25,26,1,22.611111,0
"US_NJ_34007","5/16/20",-43,-6,-27,126,6,22.755556,0
"US_NJ_34009","5/16/20",39,54,-20,13,1,20.923611,0
"US_NJ_34011","5/16/20",-21,-5,-16,104,1,21.798611,0
"US_NJ_34013","5/16/20",-48,-12,-30,79,12,21.472222,0.508
"US_NJ_34015","5/16/20",-40,-11,-24,23,7,22.727778,0
"US_NJ_34017","5/16/20",-44,-15,-38,89,3,21.65,0.5334
"US_NJ_34019","5/16/20",-38,-2,-28,18,0,21.577778,1.0724444
"US_NJ_34021","5/16/20",-49,-11,-25,46,10,22.588889,0.0508
"US_NJ_34023","5/16/20",-52,-18,-31,85,7,21.261111,0.11288889
"US_NJ_34025","5/16/20",-47,-5,-29,73,8,21.527778,0.0508
"US_NJ_34027","5/16/20",-52,-11,-33,22,11,21.416667,1.8062222
"US_NJ_34029","5/16/20",-35,2,-24,49,7,21.549383,0
"US_NJ_34031","5/16/20",-50,-7,-31,101,15,21.177778,1.9191111
"US_NJ_34033","5/16/20",-22,-17,-17,11,1,22.266667,0.0762
"US_NJ_34035","5/16/20",-54,-17,-31,31,4,21.85,0.19755556
"US_NJ_34037","5/16/20",-24,-2,-24,6,0,19.916667,5.0235556
"US_NJ_34039","5/16/20",-43,-11,-31,77,7,21.472222,0.508
"US_NJ_34041","5/16/20",-21,-7,-24,5,0,20.577778,2.4553333
"US_NJ_34001","5/17/20",-55,-6,-45,42,2,15.061728,0
"US_NJ_34003","5/17/20",-54,-21,-35,115,5,15.916667,0.0508
"US_NJ_34005","5/17/20",-48,-18,-23,62,0,15.955556,0
"US_NJ_34007","5/17/20",-43,-13,-26,74,4,16.422222,0
"US_NJ_34009","5/17/20",8,36,-17,3,0,14.784722,0
"US_NJ_34011","5/17/20",-21,-7,-17,16,2,15.763889,0
"US_NJ_34013","5/17/20",-50,-18,-28,108,6,16,0.0254
"US_NJ_34015","5/17/20",-40,-15,-24,21,3,16.588889,0
"US_NJ_34017","5/17/20",-46,-22,-36,121,12,16.044444,0.0254
"US_NJ_34019","5/17/20",-39,-8,-26,13,3,16.494444,0.0254
"US_NJ_34021","5/17/20",-49,-16,-27,106,11,16.033333,0
"US_NJ_34023","5/17/20",-55,-23,-29,154,12,15.238889,0
"US_NJ_34025","5/17/20",-47,-11,-26,42,5,14.955556,0
"US_NJ_34027","5/17/20",-51,-21,-29,24,0,16.411111,0.0508
"US_NJ_34029","5/17/20",-39,-8,-24,35,9,14.851852,0
"US_NJ_34031","5/17/20",-53,-15,-30,174,7,16.288889,0.0762
"US_NJ_34033","5/17/20",-32,0,-20,2,0,16.405556,0
"US_NJ_34035","5/17/20",-53,-24,-29,43,12,16.15,0
"US_NJ_34037","5/17/20",-22,-10,-17,3,1,15.883333,0.1778
"US_NJ_34039","5/17/20",-46,-16,-28,133,11,16,0.0254
"US_NJ_34041","5/17/20",-18,-14,-23,1,2,16.188889,0.1016
"US_NJ_34001","5/18/20",-47,-5,-49,49,0,14.018519,0
"US_NJ_34003","5/18/20",-49,-16,-56,98,5,15.483333,0.0254
"US_NJ_34005","5/18/20",-44,-12,-50,49,6,14.555556,0
"US_NJ_34007","5/18/20",-38,-10,-47,118,3,15.077778,0
"US_NJ_34009","5/18/20",-14,15,-33,3,0,14.076389,0
"US_NJ_34011","5/18/20",-22,-5,-31,71,2,14.888889,0
"US_NJ_34013","5/18/20",-45,-16,-49,460,18,15.544444,0.028222222
"US_NJ_34015","5/18/20",-33,-9,-46,75,1,15.405556,0
"US_NJ_34017","5/18/20",-40,-14,-59,127,11,15.544444,0.028222222
"US_NJ_34019","5/18/20",-40,-8,-55,38,0,15.638889,0.0254
"US_NJ_34021","5/18/20",-47,-18,-51,125,1,14.794444,0
"US_NJ_34023","5/18/20",-47,-17,-54,84,4,14.733333,0
"US_NJ_34025","5/18/20",-44,-9,-49,69,5,14.372222,0.028222222
"US_NJ_34027","5/18/20",-47,-16,-57,56,8,15.783333,0.028222222
"US_NJ_34029","5/18/20",-40,-9,-42,81,7,13.660494,0
"US_NJ_34031","5/18/20",-44,-14,-45,73,1,15.85,0.0508
"US_NJ_34033","5/18/20",-31,-7,-34,6,1,15.4,0
"US_NJ_34035","5/18/20",-50,-20,-58,23,0,15.455556,0
"US_NJ_34037","5/18/20",-24,-10,-47,5,0,15.472222,0.0254
"US_NJ_34039","5/18/20",-38,-14,-48,201,5,15.544444,0.028222222
"US_NJ_34041","5/18/20",-16,-14,-43,8,1,15.738889,0.0254
"US_NJ_34001","5/19/20",-42,-3,-49,31,9,14.475309,0
"US_NJ_34003","5/19/20",-47,-11,-57,63,14,15.7,0
"US_NJ_34005","5/19/20",-43,-6,-50,14,2,15.083333,0
"US_NJ_34007","5/19/20",-36,-7,-47,71,4,15.305556,0
"US_NJ_34009","5/19/20",-14,13,-32,12,1,14.520833,0.127
"US_NJ_34011","5/19/20",-22,-7,-32,80,3,15.305556,0
"US_NJ_34013","5/19/20",-44,-11,-49,86,19,15.966667,0
"US_NJ_34015","5/19/20",-32,-8,-46,28,8,15.572222,0
"US_NJ_34017","5/19/20",-41,-10,-60,47,14,16.033333,0
"US_NJ_34019","5/19/20",-41,-6,-55,39,1,15.466667,0
"US_NJ_34021","5/19/20",-48,-13,-53,68,14,15.194444,0
"US_NJ_34023","5/19/20",-46,-13,-55,82,15,15.338889,0
"US_NJ_34025","5/19/20",-44,-4,-50,62,7,15.433333,0
"US_NJ_34027","5/19/20",-48,-13,-57,8,3,16.016667,0
"US_NJ_34029","5/19/20",-38,-4,-43,73,10,14.45679,0
"US_NJ_34031","5/19/20",-43,-8,-46,93,3,15.955556,0
"US_NJ_34033","5/19/20",-30,-8,-35,5,1,15.705556,0
"US_NJ_34035","5/19/20",-50,-16,-58,34,7,15.777778,0
"US_NJ_34037","5/19/20",-22,-8,-47,2,1,15.322222,0
"US_NJ_34039","5/19/20",-37,-9,-48,128,15,15.966667,0
"US_NJ_34041","5/19/20",-17,-10,-44,5,0,15.483333,0
"US_NJ_34001","5/20/20",-44,-4,-49,37,5,12.049383,0
"US_NJ_34003","5/20/20",-47,-10,-57,-4,26,13.55,0
"US_NJ_34005","5/20/20",-46,-5,-51,58,2,12.877778,0
"US_NJ_34007","5/20/20",-37,-9,-47,94,7,12.872222,0
"US_NJ_34009","5/20/20",-11,16,-33,13,0,12,0
"US_NJ_34011","5/20/20",-22,-5,-32,71,1,12.673611,0
"US_NJ_34013","5/20/20",-43,-11,-49,166,4,13.605556,0
"US_NJ_34015","5/20/20",-32,-4,-46,31,2,13.144444,0
"US_NJ_34017","5/20/20",-39,-11,-60,127,24,13.777778,0
"US_NJ_34019","5/20/20",-42,0,-54,35,2,12.805556,0
"US_NJ_34021","5/20/20",-48,-11,-52,144,9,12.844444,0
"US_NJ_34023","5/20/20",-46,-12,-54,120,10,12.627778,0
"US_NJ_34025","5/20/20",-43,-2,-49,71,11,13.172222,0
"US_NJ_34027","5/20/20",-46,-13,-57,39,9,13.394444,0
"US_NJ_34029","5/20/20",-38,-4,-43,98,13,12.32716,0
"US_NJ_34031","5/20/20",-42,-10,-46,55,13,13.783333,0
"US_NJ_34033","5/20/20",-30,-1,-37,11,2,13.105556,0
"US_NJ_34035","5/20/20",-49,-16,-58,37,2,13.044444,0
"US_NJ_34037","5/20/20",-20,-4,-47,6,1,12.844444,0
"US_NJ_34039","5/20/20",-36,-11,-49,91,17,13.605556,0
"US_NJ_34041","5/20/20",-18,-13,-45,9,1,12.872222,0
"US_NJ_34001","5/21/20",-40,1,-49,20,2,12.641975,0
"US_NJ_34003","5/21/20",-46,-7,-57,65,8,12.333333,0
"US_NJ_34005","5/21/20",-43,-1,-51,39,0,13.461111,0
"US_NJ_34007","5/21/20",-35,-5,-47,80,4,13.366667,0
"US_NJ_34009","5/21/20",9,35,-32,3,2,12.833333,0
"US_NJ_34011","5/21/20",-21,-5,-33,39,3,13.173611,0
"US_NJ_34013","5/21/20",-43,-10,-50,54,7,12.444444,0
"US_NJ_34015","5/21/20",-31,-3,-46,36,2,13.488889,0
"US_NJ_34017","5/21/20",-37,-6,-60,66,15,12.838889,0
"US_NJ_34019","5/21/20",-38,-3,-55,5,0,12.333333,0.0254
"US_NJ_34021","5/21/20",-46,-9,-52,43,7,13.327778,0
"US_NJ_34023","5/21/20",-44,-9,-54,103,8,11.755556,0
"US_NJ_34025","5/21/20",-42,-1,-50,96,6,12.644444,0
"US_NJ_34027","5/21/20",-46,-9,-57,16,2,12.294444,0.0254
"US_NJ_34029","5/21/20",-33,2,-43,49,5,12.771605,0
"US_NJ_34031","5/21/20",-41,-6,-47,71,9,12.572222,0.0254
"US_NJ_34033","5/21/20",-28,3,-36,3,1,13.327778,0
"US_NJ_34035","5/21/20",-48,-13,-58,41,3,12.205556,0
"US_NJ_34037","5/21/20",-17,1,-47,8,0,11.938889,0.0254
"US_NJ_34039","5/21/20",-36,-8,-49,54,11,12.444444,0
"US_NJ_34041","5/21/20",-16,-6,-44,11,1,11.9,0.0254
"US_NJ_34001","5/22/20",-50,-6,-51,24,2,15.819444,0.5715
"US_NJ_34003","5/22/20",-48,-7,-55,70,7,16.45,0
"US_NJ_34005","5/22/20",-49,-6,-50,120,12,16.527778,0.381
"US_NJ_34007","5/22/20",-41,-11,-47,105,9,16.58642,1.7215556
"US_NJ_34009","5/22/20",10,40,-32,11,2,15.798611,0.47625
"US_NJ_34011","5/22/20",-31,-8,-34,52,1,15.944444,0.381
"US_NJ_34013","5/22/20",-48,-13,-47,108,9,16.316667,0.0508
"US_NJ_34015","5/22/20",-41,-8,-46,29,3,16.512346,1.524
"US_NJ_34017","5/22/20",-42,-10,-57,83,13,16.622222,0.0508
"US_NJ_34019","5/22/20",-41,-1,-55,13,0,16.45,0.0254
"US_NJ_34021","5/22/20",-50,-12,-50,90,5,16.569444,0.41275
"US_NJ_34023","5/22/20",-48,-12,-52,108,14,15.738889,0.2032
"US_NJ_34025","5/22/20",-45,-2,-48,58,6,15.944444,0.36688889
"US_NJ_34027","5/22/20",-49,-7,-55,16,4,16.522222,0.0762
"US_NJ_34029","5/22/20",-36,0,-42,71,17,15.801587,0.65314286
"US_NJ_34031","5/22/20",-45,-7,-45,107,17,16.7,0.0254
"US_NJ_34033","5/22/20",-35,-3,-36,39,2,16.227778,0
"US_NJ_34035","5/22/20",-50,-12,-55,26,5,16.194444,0.0508
"US_NJ_34037","5/22/20",-25,-2,-48,-2,1,16.255556,0.0254
"US_NJ_34039","5/22/20",-41,-11,-47,15,13,16.316667,0.0508
"US_NJ_34041","5/22/20",-21,-8,-45,7,0,16.277778,0.0254
"US_NJ_34001","5/23/20",-52,-4,-43,17,13,18.308642,6.8862222
"US_NJ_34003","5/23/20",-60,-20,-38,15,6,17.494444,1.4957778
"US_NJ_34005","5/23/20",-51,-9,-24,35,5,18.969136,11.486444
"US_NJ_34007","5/23/20",-45,-10,-26,30,4,19.388889,12.2682
"US_NJ_34009","5/23/20",29,51,-11,13,2,18.701389,10.16
"US_NJ_34011","5/23/20",-24,-4,-17,3,1,19.361111,11.52525
"US_NJ_34013","5/23/20",-55,-18,-30,51,3,17.483333,1.524
"US_NJ_34015","5/23/20",-43,-12,-21,13,2,19.672222,13.6398
"US_NJ_34017","5/23/20",-50,-22,-36,13,4,17.355556,1.3828889
"US_NJ_34019","5/23/20",-45,0,-26,0,2,19.244444,12.982222
"US_NJ_34021","5/23/20",-50,-11,-24,56,4,18.962963,12.192
"US_NJ_34023","5/23/20",-55,-20,-30,50,7,17.35,6.95325
"US_NJ_34025","5/23/20",-55,-12,-26,25,8,16.901235,3.58775
"US_NJ_34027","5/23/20",-58,-16,-32,21,3,18.416667,7.747
"US_NJ_34029","5/23/20",-39,0,-21,31,8,17.965278,6.25475
"US_NJ_34031","5/23/20",-55,-16,-32,6,7,17.961111,4.1204444
"US_NJ_34033","5/23/20",-26,-23,-11,12,1,19.55,10.541
"US_NJ_34035","5/23/20",-56,-19,-28,9,5,18.338889,7.239
"US_NJ_34037","5/23/20",-29,-3,-23,2,4,18.444444,8.6077778
"US_NJ_34039","5/23/20",-50,-18,-30,-5,4,17.483333,1.524
"US_NJ_34041","5/23/20",-29,-12,-24,1,3,18.944444,9.1722222
"US_NJ_34001","5/24/20",-52,-2,-42,25,1,13.796296,3.9228889
"US_NJ_34003","5/24/20",-51,-15,-32,136,4,14.65,9.144
"US_NJ_34005","5/24/20",-49,-10,-21,56,4,14.666667,5.1364444
"US_NJ_34007","5/24/20",-40,-8,-24,71,4,15.222222,5.0292
"US_NJ_34009","5/24/20",56,74,-12,3,0,14.013889,2.7305
"US_NJ_34011","5/24/20",-23,-4,-19,23,1,15,3.27025
"US_NJ_34013","5/24/20",-48,-13,-25,77,7,14.75,8.636
"US_NJ_34015","5/24/20",-39,-11,-21,22,0,15.705556,4.826
"US_NJ_34017","5/24/20",-42,-16,-33,67,1,14.772222,9.4742
"US_NJ_34019","5/24/20",-35,5,-24,22,0,15.577778,8.7122
"US_NJ_34021","5/24/20",-47,-13,-23,62,2,14.975309,9.0028889
"US_NJ_34023","5/24/20",-50,-16,-26,136,13,14.277778,8.4074
"US_NJ_34025","5/24/20",-44,-6,-21,80,5,13.944444,4.318
"US_NJ_34027","5/24/20",-48,-15,-26,15,2,15.411111,10.8458
"US_NJ_34029","5/24/20",-34,3,-20,56,0,13.347222,3.20675
"US_NJ_34031","5/24/20",-48,-11,-28,76,2,15.266667,7.7978
"US_NJ_34033","5/24/20",-32,6,-20,17,1,15.716667,2.7432
"US_NJ_34035","5/24/20",-49,-16,-25,25,2,14.977778,10.0076
"US_NJ_34037","5/24/20",-13,5,-17,2,0,15.277778,8.4074
"US_NJ_34039","5/24/20",-43,-12,-28,-17,3,14.75,8.636
"US_NJ_34041","5/24/20",-12,-5,-21,6,0,15.727778,7.5184
"US_NJ_34001","5/25/20",-46,-9,-70,67,0,15.432099,0.028222222
"US_NJ_34003","5/25/20",-52,-17,-80,97,0,16,0.0508
"US_NJ_34005","5/25/20",-54,-15,-77,47,1,16.290123,0
"US_NJ_34007","5/25/20",-43,-17,-74,79,1,16.611111,0
"US_NJ_34009","5/25/20",33,34,-56,9,0,15.305556,0.03175
"US_NJ_34011","5/25/20",-28,-11,-65,44,0,16.222222,0.03175
"US_NJ_34013","5/25/20",-51,-20,-71,60,0,16.15,0
"US_NJ_34015","5/25/20",-40,-19,-75,23,4,16.822222,0
"US_NJ_34017","5/25/20",-40,-15,-78,74,-2,16.233333,0.0254
"US_NJ_34019","5/25/20",-43,-18,-82,6,0,16.738889,0
"US_NJ_34021","5/25/20",-50,-19,-75,78,1,16.45679,0.028222222
"US_NJ_34023","5/25/20",-46,-19,-79,86,0,15.522222,0.0254
"US_NJ_34025","5/25/20",-43,-9,-75,65,0,15.388889,0.028222222
"US_NJ_34027","5/25/20",-51,-19,-82,52,1,16.577778,0
"US_NJ_34029","5/25/20",-35,-6,-68,58,4,15.069444,0.03175
"US_NJ_34031","5/25/20",-47,-14,-75,88,1,16.483333,0.0254
"US_NJ_34033","5/25/20",-35,-4,-69,14,1,16.75,0
"US_NJ_34035","5/25/20",-52,-21,-82,30,0,16.244444,0
"US_NJ_34037","5/25/20",-20,-2,-79,5,0,16.366667,0
"US_NJ_34039","5/25/20",-41,-15,-76,49,-1,16.15,0
"US_NJ_34041","5/25/20",-10,-11,-75,7,0,16.694444,0
"US_NJ_34001","5/26/20",-40,1,-45,21,5,17.376543,0.028222222
"US_NJ_34003","5/26/20",-45,-11,-54,62,3,18.011111,0
"US_NJ_34005","5/26/20",-46,-5,-49,26,2,18.839506,0.028222222
"US_NJ_34007","5/26/20",-36,-7,-46,68,-1,18.983333,0
"US_NJ_34009","5/26/20",14,35,-28,1,0,16.298611,0
"US_NJ_34011","5/26/20",-20,-7,-32,33,0,17.416667,0
"US_NJ_34013","5/26/20",-42,-11,-46,53,10,17.777778,0
"US_NJ_34015","5/26/20",-32,-8,-45,14,0,18.9,0
"US_NJ_34017","5/26/20",-36,-8,-57,45,6,17.788889,0
"US_NJ_34019","5/26/20",-40,-7,-53,1,0,19.772222,0
"US_NJ_34021","5/26/20",-46,-14,-50,53,2,19.166667,0
"US_NJ_34023","5/26/20",-44,-13,-52,62,4,17.144444,0
"US_NJ_34025","5/26/20",-40,-2,-47,46,3,16.598765,0.028222222
"US_NJ_34027","5/26/20",-46,-14,-55,20,2,19.066667,0
"US_NJ_34029","5/26/20",-33,-1,-40,32,2,17.090278,0.03175
"US_NJ_34031","5/26/20",-40,-8,-44,52,1,18.85,0
"US_NJ_34033","5/26/20",-29,-10,-35,7,0,18.361111,0
"US_NJ_34035","5/26/20",-48,-15,-57,9,0,18.405556,0
"US_NJ_34037","5/26/20",-19,-8,-46,5,0,19.816667,0
"US_NJ_34039","5/26/20",-36,-9,-46,75,6,17.777778,0
"US_NJ_34041","5/26/20",-17,-13,-43,4,2,20.044444,0
"US_NJ_34001","5/27/20",-39,-2,-45,38,6,18.567901,0
"US_NJ_34003","5/27/20",-45,-10,-54,60,19,18.677778,0
"US_NJ_34005","5/27/20",-45,-6,-49,51,2,20.148148,0
"US_NJ_34007","5/27/20",-35,-8,-45,56,6,20.305556,0
"US_NJ_34009","5/27/20",4,23,-30,21,0,17.305556,0
"US_NJ_34011","5/27/20",-20,-7,-31,74,2,18.381944,0
"US_NJ_34013","5/27/20",-42,-12,-47,83,19,18.45,0
"US_NJ_34015","5/27/20",-31,-6,-45,27,2,20.088889,0
"US_NJ_34017","5/27/20",-36,-9,-57,36,15,18.533333,0
"US_NJ_34019","5/27/20",-41,-7,-52,6,0,20.733333,0
"US_NJ_34021","5/27/20",-46,-12,-49,48,6,20.345679,0.028222222
"US_NJ_34023","5/27/20",-43,-11,-51,48,5,17.911111,0.0254
"US_NJ_34025","5/27/20",-39,-2,-47,50,16,17.5,0.028222222
"US_NJ_34027","5/27/20",-47,-14,-55,10,5,19.838889,0
"US_NJ_34029","5/27/20",-33,-1,-40,52,12,18.3125,0.03175
"US_NJ_34031","5/27/20",-39,-10,-43,47,7,19.461111,0
"US_NJ_34033","5/27/20",-27,-1,-34,6,3,19.405556,0
"US_NJ_34035","5/27/20",-48,-17,-56,16,9,19.238889,0
"US_NJ_34037","5/27/20",-19,-6,-44,6,1,20.45,0
"US_NJ_34039","5/27/20",-35,-11,-46,31,12,18.45,0
"US_NJ_34041","5/27/20",-16,-12,-43,9,1,20.677778,0
"US_NJ_34001","5/28/20",-43,-3,-46,33,1,20.580247,0.084666667
"US_NJ_34003","5/28/20",-47,-10,-55,135,6,19.877778,0
"US_NJ_34005","5/28/20",-46,-5,-49,44,2,21.816667,0.2286
"US_NJ_34007","5/28/20",-38,-10,-46,65,5,22.072222,0.2286
"US_NJ_34009","5/28/20",0,25,-28,10,0,20.131944,0.254
"US_NJ_34011","5/28/20",-21,-4,-31,48,0,20.638889,0.1905
"US_NJ_34013","5/28/20",-45,-14,-47,112,4,19.861111,0
"US_NJ_34015","5/28/20",-34,-6,-45,35,3,21.911111,0.2032
"US_NJ_34017","5/28/20",-38,-8,-58,94,3,19.905556,0
"US_NJ_34019","5/28/20",-43,-1,-52,1,1,21.811111,0.254
"US_NJ_34021","5/28/20",-47,-10,-49,78,4,21.761111,0.254
"US_NJ_34023","5/28/20",-46,-13,-52,86,4,19.694444,0.15875
"US_NJ_34025","5/28/20",-43,-4,-47,51,3,19.533333,0.028222222
"US_NJ_34027","5/28/20",-50,-12,-55,65,5,20.933333,0.1905
"US_NJ_34029","5/28/20",-38,-2,-42,63,7,20.537037,0.084666667
"US_NJ_34031","5/28/20",-43,-10,-45,86,4,20.511111,0.028222222
"US_NJ_34033","5/28/20",-31,0,-35,13,2,21.266667,0.127
"US_NJ_34035","5/28/20",-50,-15,-56,17,2,20.6,0.1905
"US_NJ_34037","5/28/20",-26,-6,-45,9,1,20.738889,0.28222222
"US_NJ_34039","5/28/20",-37,-11,-47,151,5,19.861111,0
"US_NJ_34041","5/28/20",-23,-14,-42,1,0,21.3,0.28222222
"US_NJ_34001","5/29/20",-47,-5,-47,34,2,22.623457,0.14111111
"US_NJ_34003","5/29/20",-49,-11,-53,65,14,22.311111,0.14111111
"US_NJ_34005","5/29/20",-46,-7,-47,43,9,24.074074,0.28222222
"US_NJ_34007","5/29/20",-39,-9,-44,58,9,24.238889,0.2794
"US_NJ_34009","5/29/20",10,33,-25,9,0,22.305556,0.127
"US_NJ_34011","5/29/20",-25,-9,-31,63,4,23.013889,0.127
"US_NJ_34013","5/29/20",-47,-13,-45,96,19,22.955556,0.084666667
"US_NJ_34015","5/29/20",-36,-7,-43,33,4,24.3,0.2794
"US_NJ_34017","5/29/20",-40,-9,-56,61,7,22.833333,0.0762
"US_NJ_34019","5/29/20",-43,-7,-50,7,0,24.066667,0.45155556
"US_NJ_34021","5/29/20",-47,-11,-47,105,4,24.240741,0.33866667
"US_NJ_34023","5/29/20",-47,-13,-50,101,4,22.872222,0.16933333
"US_NJ_34025","5/29/20",-46,-4,-45,88,9,22.623457,0.056444444
"US_NJ_34027","5/29/20",-51,-13,-52,13,5,24.016667,0.22577778
"US_NJ_34029","5/29/20",-38,-7,-44,50,10,22.388889,0.15875
"US_NJ_34031","5/29/20",-45,-11,-43,86,14,23.144444,0.16933333
"US_NJ_34033","5/29/20",-31,-1,-34,10,0,23.744444,0.2794
"US_NJ_34035","5/29/20",-50,-14,-53,30,1,23.622222,0.28222222
"US_NJ_34037","5/29/20",-30,-10,-43,2,0,23.433333,1.1288889
"US_NJ_34039","5/29/20",-37,-10,-46,135,13,22.955556,0.084666667
"US_NJ_34041","5/29/20",-24,-12,-41,7,2,23.727778,1.1288889
"US_NJ_34001","5/30/20",-46,5,-36,29,1,23.104167,0
"US_NJ_34003","5/30/20",-51,-10,-25,-12,6,22.183333,2.4271111
"US_NJ_34005","5/30/20",-45,0,-12,48,4,23.666667,0.28575
"US_NJ_34007","5/30/20",-38,-3,-15,75,7,23.709877,1.6086667
"US_NJ_34009","5/30/20",57,74,-1,4,1,22.965278,0.09525
"US_NJ_34011","5/30/20",-20,-2,-7,50,3,23.340278,0
"US_NJ_34013","5/30/20",-43,-9,-18,48,10,22.65,2.1731111
"US_NJ_34015","5/30/20",-38,-7,-10,19,0,23.537037,1.6086667
"US_NJ_34017","5/30/20",-36,-10,-23,56,5,22.766667,1.9812
"US_NJ_34019","5/30/20",-36,2,-11,4,2,22.327778,4.2897778
"US_NJ_34021","5/30/20",-45,-7,-11,75,4,23.361111,1.524
"US_NJ_34023","5/30/20",-47,-12,-17,90,17,22.433333,0.90311111
"US_NJ_34025","5/30/20",-41,2,-15,59,9,22.783951,0.19755556
"US_NJ_34027","5/30/20",-49,-6,-14,16,3,22.538889,4.4026667
"US_NJ_34029","5/30/20",-28,8,-10,73,5,22.880952,0
"US_NJ_34031","5/30/20",-46,-5,-20,54,8,22.338889,4.0075556
"US_NJ_34033","5/30/20",-18,-20,-3,19,3,23.305556,0
"US_NJ_34035","5/30/20",-49,-11,-14,15,6,22.733333,1.8062222
"US_NJ_34037","5/30/20",-20,3,-9,4,2,21.116667,7.3942222
